customer_id,name,age,gender,city,state,occupation,income,join_date
C00921,Champak Prakash,58,Male,Kalyan-Dombivli,Mizoram,Student,100431.0,2026-05-15
C00922,Sanaya Agate,65,Female,Proddatur,Bihar,Business Owner,66585.0,2023-01-21
C00923,Zinal Mitter,21,Female,Akola,Odisha,Other,28488.0,2025-04-25
C00924,Hiral Choudhury,32,Female,Panipat,Jharkhand,Other,77906.0,2026-04-17
C00925,Bhavini Jhaveri,61,Male,Ratlam,Manipur,Sales Executive,56868.0,2023-09-28
C00926,Michael Sharma,42,Male,Deoghar,Punjab,Doctor,110914.0,2023-07-30
C00927,Arya Pandit,41,Male,Shimoga,Manipur,Teacher,195642.0,2021-09-16
C00928,Dayamai Bobal,61,Female,Amaravati,Goa,Sales Executive,22987.0,2024-11-26
C00929,Vinaya Balasubramanian,37,Male,Alwar,Sikkim,Doctor,37771.0,2026-06-19
C00930,Dipta Ganesh,43,Female,Vasai-Virar,Haryana,Teacher,20335.0,2021-11-22
C00931,Chakradhar Raja,24,Female,Karnal,Sikkim,Sales Executive,130009.0,2026-01-20
C00932,Riya Misra,31,Female,Mysore,Tripura,Sales Executive,119277.0,2026-01-31
C00933,Ikshita Walla,43,Female,Ratlam,Meghalaya,Teacher,145695.0,2021-11-11
C00934,Ijaya Tara,57,Male,Satara,Meghalaya,Business Owner,138302.0,2023-02-13
C00935,Sai Ram,25,Male,Moradabad,Mizoram,Accountant,25263.0,2023-05-28
C00936,Krishna Bora,41,Female,Ramgarh,Karnataka,Teacher,39451.0,2024-06-20
C00937,Sathvik Goswami,42,Male,Panvel,Jharkhand,Student,62180.0,2023-03-26
C00938,Pallavi Ahuja,25,Male,Jalna,Arunachal Pradesh,Government Employee,175721.0,2025-10-14
C00939,Udyati Narasimhan,60,Female,Ambarnath,Jharkhand,Software Engineer,133068.0,2026-04-26
C00940,Charles Acharya,62,Male,Latur,West Bengal,Other,133823.0,2023-10-14
C00941,Varsha Tailor,31,Male,Morena,Assam,Teacher,106794.0,2026-01-10
C00942,Tarak Madan,34,Male,Hazaribagh,Himachal Pradesh,Student,165257.0,2025-09-25
C00943,Ira Raghavan,55,Female,Katihar,Chhattisgarh,Accountant,97961.0,2022-08-07
C00944,Aditya Dutt,36,Male,Panihati,Uttarakhand,Software Engineer,122996.0,2024-06-20
C00945,Anthony Sahota,57,Female,Saharsa,Manipur,Business Owner,34288.0,2023-04-07
C00946,Yochana Sibal,44,Male,Jalandhar,Uttarakhand,Student,42971.0,2024-08-27
C00947,Jason Karpe,39,Female,Kavali,Tamil Nadu,Doctor,45424.0,2024-10-18
C00948,Abhimanyu Kapadia,22,Male,Kolkata,Andhra Pradesh,Business Owner,187297.0,2026-07-14
C00949,Harita Kibe,39,Male,Imphal,Haryana,Sales Executive,50279.0,2023-06-12
C00950,Yug Garde,40,Female,Ahmednagar,Chhattisgarh,Sales Executive,148213.0,2022-02-17
C00951,Omkaar Tak,63,Female,Firozabad,Chhattisgarh,Teacher,188261.0,2022-08-25
C00952,Ekaja Karpe,55,Female,Kollam,Odisha,Business Owner,117260.0,2025-01-25
C00953,Upasna Guha,45,Female,Raichur,Goa,Business Owner,136857.0,2023-01-10
C00954,Nikita Badal,23,Female,Jabalpur,Tripura,Sales Executive,141912.0,2023-09-16
C00955,Indali Ghose,37,Male,Kollam,Punjab,Accountant,167913.0,2025-08-15
C00956,Xalak Din,24,Male,Sonipat,Tamil Nadu,Teacher,42467.0,2024-08-28
C00957,Tarak Khurana,63,Female,Kottayam,West Bengal,Farmer,128524.0,2025-07-13
C00958,Darsh Shroff,58,Male,Davanagere,Meghalaya,Farmer,35986.0,2022-11-08
C00959,Hemani Deo,45,Female,Bhavnagar,Maharashtra,Farmer,144472.0,2023-05-13
C00960,Manya Baria,57,Male,Latur,Karnataka,Sales Executive,98342.0,2024-02-16
C00961,Zinal Shere,26,Female,Katihar,Tripura,Software Engineer,151622.0,2024-01-30
C00962,Radha Magar,57,Male,Mirzapur,Andhra Pradesh,Teacher,137713.0,2024-08-26
C00963,Christopher Iyengar,32,Male,Maheshtala,Arunachal Pradesh,Doctor,70521.0,2022-02-14
C00964,Lakshit Pathak,29,Male,Belgaum,Telangana,Student,40543.0,2022-02-11
C00965,Umang Jaggi,64,Female,Aurangabad,Karnataka,Doctor,184423.0,2022-11-13
C00966,Sneha Chander,30,Female,Dhule,Manipur,Government Employee,37566.0,2025-10-01
C00967,Kamya Vohra,26,Female,Kota,Meghalaya,Farmer,124164.0,2025-04-24
C00968,Advik Pandya,56,Female,Mangalore,Uttarakhand,Accountant,156233.0,2023-03-01
C00969,Omya Rastogi,50,Male,Ratlam,Kerala,Other,174029.0,2026-04-04
C00970,Meghana Wali,54,Female,Panvel,Madhya Pradesh,Teacher,128643.0,2024-07-21
C00971,Zashil Agarwal,30,Male,Kozhikode,Haryana,Other,174123.0,2022-01-18
C00972,Alka Doshi,58,Male,Kalyan-Dombivli,Odisha,Teacher,167504.0,2025-12-01
C00973,Neha Sandal,27,Female,Tirunelveli,Haryana,Farmer,110143.0,2024-12-05
C00974,Devika Morar,47,Female,Pimpri-Chinchwad,Karnataka,Student,191648.0,2023-02-12
C00975,Vrishti Nanda,52,Female,Aurangabad,Punjab,Software Engineer,65141.0,2022-11-15
C00976,Aradhana Sule,38,Female,Tadipatri,Jharkhand,Business Owner,182069.0,2023-07-29
C00977,Urishilla Varty,59,Female,Chandigarh,Tamil Nadu,Software Engineer,123754.0,2025-08-09
C00978,Ira Johal,42,Male,New Delhi,Madhya Pradesh,Software Engineer,144575.0,2022-04-19
C00979,Nikita Kalla,38,Female,Nangloi Jat,Arunachal Pradesh,Software Engineer,108569.0,2023-03-22
C00980,Yatan Tailor,40,Female,Bharatpur,Bihar,Accountant,148875.0,2022-02-20
C00981,Osha Prabhakar,65,Male,Aurangabad,Karnataka,Doctor,55228.0,2022-02-18
C00982,Hamsini Bhakta,40,Female,Ozhukarai,Tamil Nadu,Government Employee,90626.0,2023-06-10
C00983,Balvan Barad,47,Male,Kurnool,Arunachal Pradesh,Doctor,135793.0,2023-05-20
C00984,Charan Sandal,34,Female,Bhimavaram,Andhra Pradesh,Sales Executive,155397.0,2022-02-14
C00985,Yashasvi Yohannan,44,Male,Lucknow,Madhya Pradesh,Farmer,61673.0,2026-04-20
C00986,Aarush Chowdhury,25,Female,Gandhinagar,Uttar Pradesh,Farmer,125744.0,2025-09-23
C00987,Gopal Thaman,29,Male,Ranchi,Meghalaya,Business Owner,70531.0,2024-03-31
C00988,Darika Menon,33,Male,Mysore,Gujarat,Doctor,28669.0,2023-04-27
C00989,Ekaja Naidu,50,Male,Aurangabad,Tamil Nadu,Government Employee,72195.0,2025-05-30
C00990,Gaurika Chanda,38,Female,Dehri,Uttar Pradesh,Sales Executive,152415.0,2025-05-08
C00991,Mugdha Venkataraman,46,Male,Jhansi,Uttarakhand,Software Engineer,83422.0,2022-06-18
C00992,Ekansh Ratti,44,Female,Darbhanga,Bihar,Other,136943.0,2022-07-04
C00993,Ekaraj Sem,32,Female,Jaunpur,Andhra Pradesh,Other,164528.0,2026-06-18
C00994,Janani Varty,43,Female,Bhilwara,Himachal Pradesh,Business Owner,87806.0,2022-02-27
C00995,Yamini Chada,65,Male,Pallavaram,Meghalaya,Accountant,27195.0,2025-10-02
C00996,Niharika Sathe,45,Male,Nellore,Arunachal Pradesh,Business Owner,170014.0,2024-01-25
C00997,Falan Dani,34,Male,Uluberia,Uttarakhand,Doctor,197653.0,2022-04-17
C00998,Aarush Madan,34,Female,Muzaffarnagar,Himachal Pradesh,Student,154553.0,2022-01-12
C00999,Manthan Randhawa,22,Male,Dibrugarh,Chhattisgarh,Sales Executive,54685.0,2021-09-23
C01000,Aryan Dara,62,Male,Danapur,Chhattisgarh,Other,22218.0,2023-02-18
C01001,Qushi Kumer,35,Female,Mau,Madhya Pradesh,Other,100074.0,2023-10-06
C01002,Orinder Comar,62,Female,Bally,Uttar Pradesh,Student,118690.0,2023-07-19
C01003,Jeremiah Balay,43,Female,Anand,Bihar,Accountant,77202.0,2025-12-01
C01004,Jackson Dutta,50,Female,Sirsa,Haryana,Farmer,183474.0,2024-03-29
C01005,Kashish Thakkar,46,Male,Hyderabad,Rajasthan,Software Engineer,154090.0,2025-04-10
C01006,Oviya Balasubramanian,63,Female,Madhyamgram,Nagaland,Farmer,189696.0,2025-03-13
C01007,Naveen Wadhwa,59,Female,Rajkot,Telangana,Accountant,199414.0,2021-11-22
C01008,Girish Sane,27,Female,Kottayam,Rajasthan,Teacher,108154.0,2025-09-30
C01009,Kalpit Raman,38,Female,Danapur,West Bengal,Accountant,88458.0,2025-11-16
C01010,Aarna Borah,62,Female,Dhule,Himachal Pradesh,Doctor,59303.0,2022-10-10
C01011,Xiti Gopal,54,Male,Kharagpur,Rajasthan,Software Engineer,177295.0,2024-05-02
C01012,Thomas Jhaveri,46,Female,Nizamabad,Rajasthan,Business Owner,26672.0,2025-09-18
C01013,Yashodhara Bawa,62,Female,Pimpri-Chinchwad,Chhattisgarh,Accountant,88007.0,2024-04-06
C01014,Aradhana Khare,47,Female,Katihar,Punjab,Student,29258.0,2024-09-09
C01015,Jeremiah Sami,58,Male,Patna,Madhya Pradesh,Government Employee,78291.0,2023-01-13
C01016,Maya Varghese,64,Female,Jammu,Tripura,Government Employee,152989.0,2025-12-19
C01017,Ekbal Mangal,40,Male,Gaya,Telangana,Farmer,67483.0,2023-09-06
C01018,Meera Nigam,39,Male,Gurgaon,Telangana,Sales Executive,53539.0,2022-09-26
C01019,Garima Virk,37,Male,Maheshtala,West Bengal,Government Employee,191556.0,2023-06-12
C01020,Yamini Chacko,26,Male,Kalyan-Dombivli,Himachal Pradesh,Government Employee,78544.0,2021-11-13
C01021,Vedant Sarna,40,Female,Naihati,Manipur,Government Employee,117434.0,2022-03-01
C01022,Vrishti Bhattacharyya,37,Female,New Delhi,Sikkim,Sales Executive,50875.0,2026-06-26
C01023,Madhavi Tiwari,51,Male,Belgaum,Madhya Pradesh,Other,172125.0,2022-08-25
C01024,Chaaya Balakrishnan,60,Male,Howrah,Meghalaya,Sales Executive,70998.0,2022-04-06
C01025,Ria Wable,53,Male,Cuttack,Manipur,Student,158893.0,2025-01-28
C01026,Ayushman Hegde,40,Female,Thrissur,Himachal Pradesh,Software Engineer,59525.0,2022-07-22
C01027,Owen Kara,29,Male,Amravati,Goa,Government Employee,127267.0,2023-05-03
C01028,Anthony Parsa,57,Female,Mirzapur,Nagaland,Business Owner,102938.0,2026-05-13
C01029,Nilima Saha,32,Male,Pali,Maharashtra,Sales Executive,107196.0,2023-12-01
C01030,Anya Aggarwal,61,Male,Chittoor,Odisha,Government Employee,186330.0,2024-07-21
C01031,Yashasvi Vohra,24,Male,Alappuzha,Meghalaya,Sales Executive,91703.0,2023-07-11
C01032,Ubika Gill,34,Male,Shivpuri,Assam,Other,61532.0,2025-10-08
C01033,Ria Sarkar,52,Male,Rewa,Kerala,Business Owner,181082.0,2024-08-04
C01034,Jatin Khosla,48,Female,Hajipur,Odisha,Student,132466.0,2024-10-06
C01035,Bhanumati Goyal,51,Female,Guna,Assam,Software Engineer,29889.0,2023-04-06
C01036,Damyanti Sunder,55,Male,Gopalpur,Odisha,Government Employee,23690.0,2023-04-28
C01037,Lavanya Bhargava,41,Male,Faridabad,Karnataka,Software Engineer,197405.0,2024-02-08
C01038,Upkaar Dar,21,Male,Patiala,Odisha,Doctor,110269.0,2022-09-01
C01039,Tanish Das,40,Male,Ahmedabad,Andhra Pradesh,Teacher,120545.0,2021-09-29
C01040,Ekansh Jayaraman,53,Female,Dewas,Bihar,Business Owner,37114.0,2025-11-21
C01041,Yadavi D’Alia,23,Female,Sirsa,Tripura,Accountant,139518.0,2023-07-24
C01042,Vedhika Brahmbhatt,54,Female,Udupi,Uttar Pradesh,Student,55072.0,2024-10-03
C01043,Ijaya Nagar,42,Female,Motihari,West Bengal,Government Employee,69394.0,2023-06-12
C01044,Advika Pradhan,31,Female,Shimoga,Rajasthan,Software Engineer,79878.0,2025-03-07
C01045,Christopher Tandon,35,Male,Ujjain,Mizoram,Doctor,25744.0,2022-07-25
C01046,Nidhi Sarma,58,Male,Phagwara,Maharashtra,Teacher,116099.0,2023-07-10
C01047,Neel Jaggi,62,Male,Thoothukudi,Manipur,Student,187856.0,2024-12-13
C01048,Rishi Arora,37,Male,Hajipur,Manipur,Other,32572.0,2026-01-25
C01049,Sai Kurian,63,Male,Hindupur,Tamil Nadu,Software Engineer,32644.0,2026-03-23
C01050,Gauri Rajan,65,Male,Ambala,Chhattisgarh,Student,136474.0,2023-01-22
C01051,Aarnav Kumar,45,Male,Kulti,Maharashtra,Farmer,86253.0,2026-05-31
C01052,Shaurya Peri,51,Male,Bokaro,Nagaland,Doctor,199762.0,2024-08-16
C01053,Ikbal Patil,61,Male,Hubli–Dharwad,Gujarat,Accountant,130328.0,2023-03-03
C01054,Michael Kamdar,63,Male,Narasaraopet,West Bengal,Farmer,90772.0,2024-09-23
C01055,Bakhshi Sastry,60,Male,Rourkela,Himachal Pradesh,Student,47502.0,2022-01-09
C01056,Ayushman Grover,53,Male,Phagwara,Karnataka,Accountant,49887.0,2022-01-11
C01057,Om Balan,27,Female,Narasaraopet,Sikkim,Doctor,179646.0,2026-05-19
C01058,Chakradhar Kaur,33,Female,Gandhinagar,Nagaland,Farmer,72867.0,2026-02-21
C01059,Meera Konda,43,Female,Jammu,Uttarakhand,Accountant,62040.0,2025-10-09
C01060,Pushti Shanker,23,Female,Ujjain,Sikkim,Doctor,146003.0,2023-04-14
C01061,Ansh Chand,42,Male,Varanasi,West Bengal,Software Engineer,23342.0,2023-02-09
C01062,Abhimanyu Amble,63,Male,Sangli-Miraj & Kupwad,Nagaland,Teacher,170510.0,2025-10-23
C01063,Pavani Devi,63,Female,Dehri,Rajasthan,Business Owner,43614.0,2024-03-24
C01064,Frado Tak,53,Male,Kharagpur,Tripura,Teacher,87080.0,2022-04-27
C01065,Vedant Bal,62,Male,Aizawl,Gujarat,Sales Executive,97600.0,2021-12-13
C01066,Chaaya Sinha,37,Female,Mysore,Chhattisgarh,Software Engineer,46164.0,2024-09-30
C01067,Maya Bhatti,32,Male,Buxar,Jharkhand,Accountant,114428.0,2026-01-15
C01068,Ishita Pau,64,Female,Amritsar,Goa,Student,50382.0,2022-06-28
C01069,Jackson Datta,27,Male,Gangtok,Tripura,Software Engineer,56279.0,2025-09-06
C01070,Abha Pai,63,Male,Patiala,Mizoram,Government Employee,113723.0,2022-10-08
C01071,Anvi Natt,49,Female,Raipur,Tamil Nadu,Teacher,117680.0,2025-11-20
C01072,Ishani Sarkar,42,Male,Kumbakonam,Jharkhand,Teacher,125061.0,2022-03-22
C01073,Qushi Deep,46,Female,Muzaffarpur,Gujarat,Accountant,121113.0,2023-09-27
C01074,Vritti Baral,65,Female,Akola,Madhya Pradesh,Student,190091.0,2021-11-04
C01075,Simon Chaudhari,31,Male,Aurangabad,Bihar,Business Owner,35373.0,2024-02-28
C01076,Maya Kibe,31,Male,Kishanganj,Arunachal Pradesh,Student,174861.0,2025-08-15
C01077,Shravya Sen,51,Female,Panihati,Uttarakhand,Business Owner,180254.0,2025-07-01
C01078,Chandani Chandran,45,Female,Danapur,Chhattisgarh,Other,27554.0,2022-01-18
C01079,Osha Goyal,64,Male,Aurangabad,Madhya Pradesh,Sales Executive,147958.0,2021-11-16
C01080,Falguni Kara,28,Female,Bikaner,Rajasthan,Sales Executive,32051.0,2025-05-08
C01081,Vasana Nagi,25,Female,Bhiwani,Tamil Nadu,Government Employee,23240.0,2026-07-24
C01082,Bhanumati Kala,64,Male,Chennai,Himachal Pradesh,Government Employee,156078.0,2025-09-07
C01083,Rishi Pandey,54,Male,Begusarai,Andhra Pradesh,Student,193464.0,2024-10-06
C01084,Vyanjana Saran,36,Female,Jhansi,Odisha,Government Employee,193987.0,2024-02-19
C01085,Mahika Chandran,64,Female,Amritsar,Karnataka,Business Owner,166366.0,2023-05-28
C01086,Dalaja Som,60,Male,Bareilly,Mizoram,Software Engineer,188663.0,2023-06-08
C01087,Xiti Natt,31,Female,Naihati,Odisha,Sales Executive,63359.0,2026-09-10
C01088,Ryan Sarma,25,Female,Deoghar,Gujarat,Government Employee,83148.0,2022-11-17
C01089,Advaith Warrior,42,Female,Vellore,Manipur,Software Engineer,152888.0,2026-01-08
C01090,Ekta Tailor,35,Female,Nangloi Jat,Goa,Student,81603.0,2023-07-07
C01091,Ansh Rege,26,Female,Silchar,Chhattisgarh,Sales Executive,170217.0,2025-12-31
C01092,Dhriti Narang,49,Male,Muzaffarnagar,Kerala,Sales Executive,137196.0,2022-07-27
C01093,Darsh Ray,41,Male,Mango,Uttar Pradesh,Sales Executive,191277.0,2024-03-20
C01094,Udyati Pradhan,22,Male,Ambala,Odisha,Student,128092.0,2025-09-30
C01095,Gautami Jaggi,23,Male,Ambarnath,Tamil Nadu,Teacher,178388.0,2026-02-18
C01096,Hredhaan Mittal,60,Female,Guwahati,Haryana,Farmer,167412.0,2024-01-08
C01097,Agastya Ramachandran,34,Female,Loni,Odisha,Government Employee,115248.0,2021-09-20
C01098,Falan Khosla,24,Male,Alwar,Arunachal Pradesh,Sales Executive,107024.0,2022-07-16
C01099,Hemal Raman,56,Female,Medininagar,Himachal Pradesh,Government Employee,138628.0,2022-04-16
C01100,Xalak Rajagopal,28,Male,Bhilai,West Bengal,Doctor,20575.0,2025-04-20
C01101,Aishani Modi,42,Female,Miryalaguda,Sikkim,Accountant,163573.0,2023-06-01
C01102,Kala Aggarwal,54,Female,Patna,Uttar Pradesh,Teacher,32000.0,2026-03-20
C01103,George Sampath,31,Female,Kulti,Odisha,Business Owner,127272.0,2021-12-03
C01104,Lucky Golla,27,Female,Barasat,Manipur,Other,71359.0,2023-10-14
C01105,Sara Nagy,33,Male,Kumbakonam,Nagaland,Student,76515.0,2022-07-15
C01106,Ekani Kohli,50,Male,Mysore,Uttar Pradesh,Government Employee,48250.0,2023-05-21
C01107,Upma Barad,47,Male,Bhusawal,Manipur,Other,52301.0,2024-07-04
C01108,Yashawini Morar,49,Female,Tirupati,West Bengal,Other,152172.0,2021-11-29
C01109,Ikshita Magar,29,Female,Buxar,Haryana,Software Engineer,159031.0,2021-12-14
C01110,Geetika Raju,24,Female,Bathinda,Jharkhand,Other,146597.0,2021-10-30
C01111,Zinal De,53,Male,Anantapuram,Karnataka,Other,65521.0,2024-08-16
C01112,Bimala Kumar,29,Male,Raurkela Industrial Township,Arunachal Pradesh,Student,192365.0,2021-09-22
C01113,Arin Kala,59,Female,Ludhiana,Karnataka,Farmer,120837.0,2023-05-05
C01114,Meghana Ram,47,Male,Khandwa,Uttarakhand,Accountant,124299.0,2026-06-21
C01115,Lekha Jayaraman,42,Female,Hindupur,Odisha,Sales Executive,54962.0,2025-04-15
C01116,Jhalak Madan,29,Female,Hospet,Kerala,Other,154294.0,2022-04-20
C01117,Veer Dewan,40,Female,Hubli–Dharwad,Manipur,Farmer,185827.0,2023-10-13
C01118,Ishanvi Narang,34,Male,Tadepalligudem,Sikkim,Doctor,183621.0,2024-10-29
C01119,Yahvi Cherian,39,Female,Madanapalle,Goa,Business Owner,190416.0,2023-06-12
C01120,Mitesh Narasimhan,32,Female,Tiruvottiyur,Meghalaya,Teacher,112337.0,2024-06-20
C01121,Bina Kala,56,Female,Anand,Uttarakhand,Other,169589.0,2024-01-14
C01122,Ishaan Narasimhan,63,Female,Coimbatore,Gujarat,Farmer,94954.0,2022-12-18
C01123,Omaja Sarma,48,Male,Bhagalpur,Uttar Pradesh,Farmer,47910.0,2025-05-28
C01124,Riya Jaggi,22,Female,Mirzapur,Bihar,Business Owner,33910.0,2023-07-30
C01125,Agastya Sunder,63,Male,Pimpri-Chinchwad,Assam,Doctor,89986.0,2023-04-08
C01126,Charles Chacko,31,Female,Srikakulam,Punjab,Accountant,58385.0,2024-01-19
C01127,Anusha Salvi,24,Female,Bidhannagar,Madhya Pradesh,Doctor,161865.0,2022-10-02
C01128,Bhavika Karnik,23,Female,Srinagar,Nagaland,Sales Executive,46864.0,2023-12-03
C01129,Nikita Sathe,60,Male,Pune,Nagaland,Farmer,121944.0,2026-04-03
C01130,Jason Bera,36,Female,Bikaner,Maharashtra,Software Engineer,120029.0,2024-01-24
C01131,Yatin Sarma,45,Female,Thoothukudi,Odisha,Government Employee,164736.0,2022-06-23
C01132,Isaac Prakash,24,Male,Muzaffarnagar,Jharkhand,Accountant,73238.0,2022-10-31
C01133,Faraj Varty,60,Female,Jalna,Himachal Pradesh,Doctor,186143.0,2024-05-15
C01134,Yachana Tata,62,Female,Rourkela,West Bengal,Other,163291.0,2023-02-06
C01135,Gayathri Sampath,59,Male,Mahbubnagar,Tripura,Doctor,97116.0,2026-04-14
C01136,Guneet Bahri,49,Male,Ratlam,Jharkhand,Teacher,69014.0,2021-11-13
C01137,Wridesh Minhas,32,Male,Aligarh,Jharkhand,Student,30652.0,2022-11-06
C01138,Hritik Kumer,48,Female,Kamarhati,Assam,Farmer,89268.0,2024-02-14
C01139,Anusha Krishnamurthy,29,Male,Alwar,Andhra Pradesh,Other,86850.0,2025-11-04
C01140,Amara Nori,21,Female,Ujjain,Maharashtra,Sales Executive,60581.0,2023-12-31
C01141,Oscar Bahl,23,Male,Burhanpur,Maharashtra,Government Employee,176468.0,2024-05-24
C01142,Hredhaan Kibe,24,Female,Bhalswa Jahangir Pur,Andhra Pradesh,Sales Executive,170123.0,2025-08-11
C01143,Suhani Bassi,56,Female,Jamshedpur,Jharkhand,Teacher,103324.0,2022-03-07
C01144,Rachana Karnik,54,Male,Tadepalligudem,Mizoram,Business Owner,156473.0,2022-05-19
C01145,Mason Mishra,25,Male,Jamshedpur,Rajasthan,Student,162365.0,2022-06-06
C01146,Ria Kari,55,Female,Farrukhabad,Gujarat,Teacher,111593.0,2026-08-20
C01147,Anvi Lal,35,Male,Farrukhabad,Gujarat,Government Employee,106787.0,2022-09-26
C01148,Rehaan Subramaniam,44,Female,Jodhpur,Chhattisgarh,Doctor,182078.0,2026-03-21
C01149,Henry Guha,54,Female,Arrah,Himachal Pradesh,Farmer,190210.0,2026-08-08
C01150,Ayaan Hegde,21,Male,Gulbarga,Uttar Pradesh,Government Employee,136828.0,2025-09-16
C01151,Diya Patla,36,Male,Tinsukia,Kerala,Software Engineer,198926.0,2024-04-07
C01152,Advaith Om,41,Female,Lucknow,Uttarakhand,Teacher,121155.0,2024-08-16
C01153,Samar Deshmukh,37,Female,Katni,Tripura,Software Engineer,155493.0,2022-09-12
C01154,Idika Minhas,44,Female,Baranagar,Rajasthan,Sales Executive,31495.0,2025-11-02
C01155,Krishna Barad,39,Male,Phagwara,Andhra Pradesh,Government Employee,154714.0,2026-03-07
C01156,Amrita Kurian,26,Male,Solapur,Mizoram,Business Owner,161026.0,2022-11-21
C01157,Anay Chaudhry,55,Male,Gandhinagar,Arunachal Pradesh,Teacher,75255.0,2024-11-02
C01158,Lavanya Mishra,63,Male,Bhimavaram,Chhattisgarh,Student,47243.0,2023-02-25
C01159,Benjamin Mahajan,34,Female,Pune,Arunachal Pradesh,Teacher,199842.0,2024-09-14
C01160,Dhruv Chand,30,Male,Vijayanagaram,Kerala,Sales Executive,106957.0,2025-11-08
C01161,Rachita Contractor,23,Male,Kishanganj,Manipur,Teacher,34226.0,2022-11-04
C01162,Nikita Sankar,32,Female,Kishanganj,Haryana,Farmer,38465.0,2023-12-13
C01163,Dhriti Agarwal,57,Male,Delhi,Telangana,Accountant,126858.0,2023-10-10
C01164,Peter Shan,45,Female,Kharagpur,Mizoram,Student,133514.0,2022-02-28
C01165,Darpan Sha,41,Male,Secunderabad,Gujarat,Student,196501.0,2022-11-19
C01166,Patrick Krishna,28,Male,Muzaffarnagar,Goa,Other,36577.0,2023-02-10
C01167,Jacob Bobal,58,Male,Ahmedabad,Madhya Pradesh,Teacher,113768.0,2022-04-27
C01168,Radhika Sethi,53,Male,Sikar,Kerala,Accountant,199798.0,2024-03-16
C01169,Kala Parekh,40,Male,Raurkela Industrial Township,Gujarat,Accountant,134734.0,2024-01-08
C01170,Ekavir Lala,45,Female,Durg,Tripura,Software Engineer,144253.0,2024-02-05
C01171,Kashvi Hayre,31,Male,Nizamabad,Mizoram,Business Owner,122496.0,2024-04-12
C01172,Aadhya Sur,55,Female,Suryapet,Maharashtra,Business Owner,98133.0,2026-06-18
C01173,Aarav Ghosh,64,Female,Adoni,Tamil Nadu,Software Engineer,165103.0,2026-01-01
C01174,Gunbir Bumb,56,Male,Madhyamgram,West Bengal,Teacher,30950.0,2023-10-16
C01175,Oni Parmar,21,Female,Erode,Andhra Pradesh,Farmer,163530.0,2022-08-06
C01176,Hiral Bobal,26,Female,North Dumdum,Tamil Nadu,Doctor,110138.0,2026-09-06
C01177,Ayushman Mahajan,34,Female,Nizamabad,Uttarakhand,Farmer,57343.0,2023-02-27
C01178,Hardik Bhalla,31,Male,Belgaum,Andhra Pradesh,Doctor,181712.0,2022-04-05
C01179,Vansha Sibal,37,Male,Begusarai,Madhya Pradesh,Teacher,67541.0,2021-12-12
C01180,Advika Mall,63,Male,Tenali,Odisha,Farmer,140917.0,2022-11-24
C01181,Baghyawati Wagle,62,Male,Madanapalle,West Bengal,Accountant,196078.0,2021-10-08
C01182,Ekanta Randhawa,25,Female,Ambattur,Andhra Pradesh,Teacher,71751.0,2023-06-30
C01183,Ekta Bhardwaj,58,Female,Nandyal,Maharashtra,Government Employee,113621.0,2022-05-10
C01184,Diya Salvi,29,Male,Buxar,Sikkim,Teacher,94746.0,2023-04-29
C01185,Chaitaly Lalla,60,Male,Mahbubnagar,Odisha,Doctor,103305.0,2026-06-27
C01186,Henry Rai,52,Female,Agartala,Andhra Pradesh,Government Employee,181570.0,2024-03-04
C01187,Chakrika Bhagat,63,Female,Avadi,Sikkim,Other,59949.0,2024-04-03
C01188,Dhriti Majumdar,57,Female,Berhampore,Maharashtra,Government Employee,132278.0,2025-07-16
C01189,Gayathri Kade,31,Male,Malda,Meghalaya,Government Employee,84533.0,2026-07-29
C01190,Charvi Balasubramanian,35,Female,Bathinda,Nagaland,Accountant,114237.0,2026-07-16
C01191,Wazir Baral,29,Female,Katihar,Rajasthan,Sales Executive,141332.0,2024-07-14
C01192,Anmol Sehgal,49,Female,Ambattur,Jharkhand,Accountant,147656.0,2025-12-15
C01193,Ayushman Gopal,56,Male,Sasaram,Kerala,Business Owner,189227.0,2021-10-11
C01194,Chanakya Chadha,59,Male,Raichur,Arunachal Pradesh,Accountant,56700.0,2024-02-14
C01195,Xiti Pandya,55,Male,Amaravati,Arunachal Pradesh,Accountant,184264.0,2022-02-03
C01196,Arin Khurana,25,Male,Sagar,Manipur,Software Engineer,152953.0,2025-03-05
C01197,Bina Mani,61,Male,Durg,Arunachal Pradesh,Other,171755.0,2025-02-14
C01198,Anamika Sharaf,46,Male,Thoothukudi,Haryana,Software Engineer,164597.0,2025-02-11
C01199,Nathan Jayaraman,37,Female,Tirunelveli,Rajasthan,Business Owner,115897.0,2024-11-13
C01200,Girik Pai,46,Male,Ramagundam,Jharkhand,Other,96283.0,2024-09-06
C01201,Leena Sanghvi,29,Female,Cuttack,Haryana,Farmer,153801.0,2021-11-15
C01202,Dev Chaudhuri,26,Female,Tinsukia,Tamil Nadu,Government Employee,151640.0,2025-08-25
C01203,Anita Wason,21,Male,Loni,Assam,Other,199348.0,2025-10-26
C01204,Isaac Prakash,31,Male,Cuttack,Himachal Pradesh,Sales Executive,61739.0,2023-06-01
C01205,Ayush Bhatia,32,Male,Kamarhati,Madhya Pradesh,Sales Executive,114056.0,2026-04-06
C01206,Viraj Puri,23,Male,Yamunanagar,Andhra Pradesh,Sales Executive,80751.0,2022-12-19
