customer_id,name,age,gender,occupation,income,transaction_count,total_transaction_amount,average_transaction_amount,median_transaction_amount,activity_segment,spending_segment
C01480,Noah Gulati,42,Female,Student,61157.0,13,520443.35,40034.1,37769.81,Medium Activity,Medium Spender
C01481,Vidhi Khatri,22,Female,Government Employee,113160.0,12,632988.12,52749.01,53938.2,Medium Activity,High Spender
C01482,Anita Nagi,61,Female,Doctor,151400.0,8,334339.51,41792.44,39104.91,Low Activity,Low Spender
C01483,Warjas De,38,Male,Accountant,121494.0,11,504344.58,45849.51,51253.52,Medium Activity,Medium Spender
C01484,Gautami Dhawan,22,Female,Doctor,59769.0,11,455605.96,41418.72,37744.58,Medium Activity,Medium Spender
C01485,Owen Oza,42,Female,Business Owner,43014.0,13,559635.44,43048.88,34034.79,Medium Activity,Medium Spender
C01486,Fariq Setty,45,Male,Student,83009.0,9,423930.32,47103.37,42365.91,Medium Activity,Medium Spender
C01487,Kashish Devi,57,Male,Student,101889.0,9,476564.54,52951.62,51319.74,Medium Activity,Medium Spender
C01488,Suhani Konda,59,Female,Sales Executive,162143.0,7,263640.43,37662.92,23514.28,Low Activity,Low Spender
C01489,Triya Suresh,29,Male,Business Owner,172313.0,9,519425.9,57713.99,51697.48,Medium Activity,Medium Spender
C01490,Zayan Swamy,55,Male,Business Owner,101002.0,6,293219.0,48869.83,53779.36,Low Activity,Low Spender
C01491,Jatin Sagar,65,Male,Student,58050.0,16,934706.8,58419.18,62231.39,High Activity,High Spender
C01492,Radha Mall,62,Male,Government Employee,37777.0,10,638116.83,63811.68,77563.78,Medium Activity,High Spender
C01493,Harini Toor,56,Male,Business Owner,103256.0,11,588417.3,53492.48,55528.64,Medium Activity,High Spender
C01494,Forum Vig,30,Male,Government Employee,128538.0,13,629429.65,48417.67,55762.32,Medium Activity,High Spender
C01495,Eshana Dhar,47,Female,Sales Executive,186945.0,9,449001.5,49889.06,50329.75,Medium Activity,Medium Spender
C01496,Bhavika Vasa,38,Male,Doctor,47989.0,5,120253.97,24050.79,26271.28,Low Activity,Low Spender
C01497,Prisha Ganesh,29,Male,Software Engineer,180427.0,9,537456.05,59717.34,59439.42,Medium Activity,Medium Spender
C01498,Yochana Suresh,60,Female,Other,168646.0,10,523821.11,52382.11,55182.46,Medium Activity,Medium Spender
C01499,Jagvi Memon,60,Male,Other,80865.0,11,475206.01,43200.55,33522.27,Medium Activity,Medium Spender
C01500,Rudra Sandhu,35,Male,Government Employee,40834.0,6,290081.25,48346.88,51895.42,Low Activity,Low Spender
C01501,Quincy Chaudhuri,65,Female,Business Owner,151681.0,18,956246.98,53124.83,52566.15,High Activity,High Spender
C01502,Samuel Natt,59,Female,Government Employee,68228.0,10,558945.52,55894.55,66174.7,Medium Activity,Medium Spender
C01503,Zayan Rajagopalan,45,Female,Sales Executive,56048.0,13,475482.04,36575.54,28105.13,Medium Activity,Medium Spender
C01504,Kamya Gola,31,Male,Doctor,28448.0,16,823488.4,51468.02,50525.81,High Activity,High Spender
C01505,Noah Mahajan,47,Male,Accountant,128277.0,8,398315.22,49789.4,50227.36,Low Activity,Low Spender
C01506,Yutika Goel,35,Male,Doctor,37337.0,9,362872.02,40319.11,39364.84,Medium Activity,Low Spender
C01507,Meghana Chaudhary,32,Female,Other,148435.0,11,482033.31,43821.21,35968.51,Medium Activity,Medium Spender
C01508,Ekta Kale,65,Female,Sales Executive,84692.0,8,349006.64,43625.83,40242.87,Low Activity,Low Spender
C01509,Ridhi Mann,48,Female,Software Engineer,179365.0,9,412142.29,45793.59,50357.1,Medium Activity,Medium Spender
C01510,Kai Rau,45,Female,Student,180302.0,4,212094.04,53023.51,56064.64,Low Activity,Low Spender
C01511,Yochana Keer,57,Male,Farmer,48656.0,11,585592.73,53235.7,64051.57,Medium Activity,High Spender
C01512,Aradhana Mandal,49,Female,Software Engineer,84414.0,7,381479.01,54497.0,52123.25,Low Activity,Low Spender
C01513,Wakeeta Sarkar,54,Female,Software Engineer,166197.0,8,436886.21,54610.78,53425.64,Low Activity,Medium Spender
C01514,Jagat Chaudry,45,Male,Doctor,96330.0,7,318051.46,45435.92,44602.11,Low Activity,Low Spender
C01515,Anay Manne,49,Female,Accountant,94950.0,8,549885.0,68735.62,72541.9,Low Activity,Medium Spender
C01516,Vaishnavi Singhal,50,Male,Student,97180.0,11,480924.53,43720.41,44572.31,Medium Activity,Medium Spender
C01517,Rachita Parsa,60,Male,Farmer,57287.0,12,543122.62,45260.22,47705.43,Medium Activity,Medium Spender
C01518,Widisha Ratta,50,Female,Teacher,151244.0,7,245136.49,35019.5,32100.35,Low Activity,Low Spender
C01519,Frederick Hari,28,Male,Other,163237.0,11,646793.83,58799.44,71837.87,Medium Activity,High Spender
C01520,Rishi Lad,29,Female,Student,104793.0,7,375755.59,53679.37,58207.97,Low Activity,Low Spender
C01521,Bhanumati Buch,49,Male,Business Owner,138929.0,6,290309.91,48384.98,45704.08,Low Activity,Low Spender
C01522,Bishakha Chatterjee,58,Male,Sales Executive,43640.0,16,748462.79,46778.92,40540.85,High Activity,High Spender
C01523,Gabriel More,37,Female,Business Owner,52386.0,7,227626.88,32518.13,23385.92,Low Activity,Low Spender
C01524,Unni Iyengar,26,Male,Sales Executive,186218.0,12,628927.0,52410.58,51674.4,Medium Activity,High Spender
C01525,Ayush Bhakta,44,Male,Farmer,120686.0,17,686729.6,40395.86,39782.15,High Activity,High Spender
C01526,Jyoti Bhavsar,53,Male,Student,164269.0,7,475844.49,67977.78,82528.6,Low Activity,Medium Spender
C01527,Advik Seth,45,Male,Business Owner,107868.0,9,360961.64,40106.85,42389.91,Medium Activity,Low Spender
C01528,Andrew Kumer,57,Male,Business Owner,57907.0,8,381578.9,47697.36,50009.16,Low Activity,Low Spender
C01529,Maanas Kata,32,Male,Student,100756.0,14,779854.67,55703.9,59505.25,Medium Activity,High Spender
C01530,Kashish Palan,40,Female,Accountant,184220.0,9,372536.32,41392.92,34708.16,Medium Activity,Low Spender
C01531,Yatan Salvi,32,Male,Business Owner,73176.0,13,558593.58,42968.74,41723.06,Medium Activity,Medium Spender
C01532,Oni Mani,21,Female,Software Engineer,140230.0,5,331787.33,66357.47,56811.06,Low Activity,Low Spender
C01533,Warjas Mahajan,52,Female,Farmer,21507.0,12,616447.43,51370.62,47671.9,Medium Activity,High Spender
C01534,Raagini Andra,59,Female,Doctor,76852.0,9,401633.36,44625.93,47110.71,Medium Activity,Low Spender
C01535,Nathaniel Prasad,58,Female,Sales Executive,127518.0,10,463121.7,46312.17,45801.36,Medium Activity,Medium Spender
C01536,Ekta Comar,49,Male,Other,177313.0,7,366415.98,52345.14,55771.45,Low Activity,Low Spender
C01537,Jagat Balakrishnan,21,Male,Farmer,92905.0,9,363089.34,40343.26,38614.08,Medium Activity,Low Spender
C01538,Damyanti Bhasin,60,Male,Software Engineer,68454.0,11,510499.1,46409.01,36799.27,Medium Activity,Medium Spender
C01539,Bina Som,30,Male,Government Employee,29626.0,9,508411.74,56490.19,81596.11,Medium Activity,Medium Spender
C01540,Warjas Trivedi,30,Male,Other,178147.0,15,681211.77,45414.12,40977.55,Medium Activity,High Spender
C01541,Gunbir Bhasin,40,Female,Teacher,32853.0,9,518124.81,57569.42,51641.41,Medium Activity,Medium Spender
C01542,Quincy Dass,27,Female,Business Owner,62293.0,19,997299.71,52489.46,56670.89,High Activity,High Spender
C01543,Lipika Natarajan,64,Female,Other,193257.0,6,255830.72,42638.45,38717.34,Low Activity,Low Spender
C01544,Irya Comar,65,Male,Sales Executive,171772.0,7,303933.73,43419.1,40576.57,Low Activity,Low Spender
C01545,Joshua Nath,44,Male,Teacher,98458.0,8,456259.67,57032.46,61281.4,Low Activity,Medium Spender
C01546,Yachana Jhaveri,41,Female,Student,37738.0,16,889758.11,55609.88,61433.9,High Activity,High Spender
C01547,Chatresh Date,48,Male,Accountant,143421.0,10,636423.11,63642.31,67128.83,Medium Activity,High Spender
C01548,Viraj Chakraborty,29,Male,Accountant,106300.0,8,370535.67,46316.96,34062.05,Low Activity,Low Spender
C01549,Vedant Pai,54,Female,Farmer,75009.0,7,329210.33,47030.05,49908.56,Low Activity,Low Spender
C01550,Brinda Rege,65,Male,Other,35252.0,10,374165.48,37416.55,37142.53,Medium Activity,Low Spender
C01551,Osha Tara,27,Male,Sales Executive,178538.0,9,434962.19,48329.13,49927.66,Medium Activity,Medium Spender
C01552,Devansh Balay,39,Female,Other,102965.0,10,384394.02,38439.4,29818.43,Medium Activity,Low Spender
C01553,Rajata Venkataraman,37,Female,Business Owner,181032.0,10,407193.52,40719.35,36707.08,Medium Activity,Low Spender
C01554,Meera Kata,57,Female,Farmer,185637.0,11,532709.35,48428.12,37027.31,Medium Activity,Medium Spender
C01555,Manan Om,52,Female,Business Owner,179752.0,15,627518.06,41834.54,31837.73,Medium Activity,High Spender
C01556,Siddharth Bali,35,Female,Doctor,20414.0,14,647153.4,46225.24,42707.97,Medium Activity,High Spender
C01557,Luke Pant,28,Male,Sales Executive,183960.0,6,301959.82,50326.64,44304.84,Low Activity,Low Spender
C01558,Leena Barad,28,Male,Other,128693.0,6,304713.2,50785.53,51717.68,Low Activity,Low Spender
C01559,Yashodhara Shah,47,Male,Government Employee,111658.0,4,182824.5,45706.12,44225.23,Low Activity,Low Spender
C01560,Agastya Lata,56,Male,Software Engineer,187934.0,9,468261.48,52029.05,65652.36,Medium Activity,Medium Spender
C01561,Oscar Rai,33,Female,Accountant,37782.0,5,265193.01,53038.6,63174.84,Low Activity,Low Spender
C01562,Balendra Bora,40,Female,Farmer,164177.0,11,494772.44,44979.31,44925.72,Medium Activity,Medium Spender
C01563,Finn Jha,41,Male,Teacher,199787.0,6,352767.3,58794.55,53847.32,Low Activity,Low Spender
C01564,Kamala Guha,42,Female,Student,169139.0,8,417259.94,52157.49,58348.07,Low Activity,Medium Spender
C01565,Urmi Pal,60,Male,Business Owner,70860.0,9,389482.79,43275.87,35958.63,Medium Activity,Low Spender
C01566,Udarsh Mohanty,42,Female,Sales Executive,144387.0,12,485404.76,40450.4,33052.28,Medium Activity,Medium Spender
C01567,Warda Dora,23,Male,Sales Executive,60733.0,9,517117.16,57457.46,66217.66,Medium Activity,Medium Spender
C01568,Osha Gill,61,Female,Farmer,107846.0,14,805676.11,57548.29,63101.63,Medium Activity,High Spender
C01569,Kai Majumdar,50,Female,Software Engineer,156596.0,13,905836.42,69679.72,74223.5,Medium Activity,High Spender
C01570,Rohan Sani,40,Female,Farmer,160479.0,8,442444.17,55305.52,62266.44,Low Activity,Medium Spender
C01571,Bachittar Prakash,22,Male,Other,199697.0,11,456765.35,41524.12,37758.88,Medium Activity,Medium Spender
C01572,Barkha Batra,42,Female,Teacher,59139.0,9,442987.35,49220.82,43538.7,Medium Activity,Medium Spender
C01573,Aarav Sabharwal,38,Male,Government Employee,118367.0,4,160708.0,40177.0,31823.43,Low Activity,Low Spender
C01574,Hema Pillai,61,Male,Other,178777.0,11,470684.06,42789.46,44176.95,Medium Activity,Medium Spender
C01575,Pushti Banik,45,Male,Other,50630.0,11,500941.63,45540.15,46792.23,Medium Activity,Medium Spender
C01576,Anamika Murty,40,Female,Software Engineer,91171.0,9,518888.09,57654.23,52052.03,Medium Activity,Medium Spender
C01577,Bhavika Banik,47,Male,Sales Executive,82296.0,3,180568.26,60189.42,57622.65,Low Activity,Low Spender
C01578,Ekani Jayaraman,44,Female,Accountant,76659.0,7,391209.14,55887.02,51268.87,Low Activity,Low Spender
C01579,Jagvi Khalsa,54,Female,Business Owner,49420.0,14,631840.13,45131.44,39507.72,Medium Activity,High Spender
C01580,Ekaja Pal,44,Male,Doctor,44275.0,8,408022.48,51002.81,54594.18,Low Activity,Low Spender
C01581,Rushil Dar,49,Male,Sales Executive,151086.0,9,527593.36,58621.48,65948.29,Medium Activity,Medium Spender
C01582,Kritika Shenoy,30,Male,Government Employee,146739.0,9,439795.2,48866.13,49836.82,Medium Activity,Medium Spender
C01583,Dipta Rattan,54,Female,Government Employee,57563.0,8,483929.12,60491.14,61334.3,Low Activity,Medium Spender
C01584,Kalpit Rege,27,Male,Doctor,29582.0,8,364689.38,45586.17,46573.64,Low Activity,Low Spender
C01585,Suhani Vasa,50,Female,Farmer,50365.0,6,426573.23,71095.54,83056.9,Low Activity,Medium Spender
C01586,Yashoda Zacharia,21,Female,Software Engineer,175788.0,9,368547.91,40949.77,51586.98,Medium Activity,Low Spender
C01587,Yadavi Shroff,26,Female,Sales Executive,32095.0,10,570283.83,57028.38,50940.96,Medium Activity,High Spender
C01588,Rachit Bhakta,27,Female,Software Engineer,171403.0,6,398503.51,66417.25,69972.58,Low Activity,Low Spender
C01589,Ucchal Rau,40,Male,Government Employee,72574.0,7,300867.1,42981.01,50844.32,Low Activity,Low Spender
C01590,Kamya Walia,33,Female,Accountant,159532.0,8,322908.83,40363.6,44808.54,Low Activity,Low Spender
C01591,Ojasvi Hayer,41,Female,Teacher,91474.0,14,668620.2,47758.59,51633.07,Medium Activity,High Spender
C01592,Pavani Jayaraman,30,Male,Accountant,50005.0,11,616649.23,56059.02,70236.97,Medium Activity,High Spender
C01593,Aarna Dhawan,21,Male,Doctor,162220.0,11,611238.82,55567.17,54700.39,Medium Activity,High Spender
C01594,Lakshit Din,43,Female,Accountant,57108.0,7,185354.36,26479.19,24981.4,Low Activity,Low Spender
C01595,Pushti Grewal,39,Male,Business Owner,38675.0,10,595214.88,59521.49,68124.32,Medium Activity,High Spender
C01596,Imaran Mohanty,40,Female,Farmer,136299.0,10,499042.27,49904.23,50399.3,Medium Activity,Medium Spender
C01597,Ekbal Narayanan,24,Male,Software Engineer,143400.0,10,545724.54,54572.45,53504.82,Medium Activity,Medium Spender
C01598,Udyati Rama,64,Male,Teacher,120558.0,6,225799.51,37633.25,26035.32,Low Activity,Low Spender
C01599,Chatura Bora,24,Male,Student,122738.0,18,877700.55,48761.14,45179.64,High Activity,High Spender
C01600,Bachittar Balay,32,Female,Other,113224.0,12,652782.68,54398.56,47711.7,Medium Activity,High Spender
C01601,Gaurangi Gola,40,Female,Doctor,195864.0,10,452861.95,45286.19,44804.75,Medium Activity,Medium Spender
C01602,Pushti Brahmbhatt,55,Male,Sales Executive,168842.0,10,402851.54,40285.15,32971.17,Medium Activity,Low Spender
C01603,Charita Oommen,29,Male,Sales Executive,45496.0,11,537258.7,48841.7,44679.33,Medium Activity,Medium Spender
C01604,Ria Bora,50,Female,Sales Executive,143350.0,11,787212.18,71564.74,74714.2,Medium Activity,High Spender
C01605,Chasmum Dayal,35,Male,Business Owner,181727.0,13,624375.14,48028.86,39062.47,Medium Activity,High Spender
C01606,Jeet Hayer,37,Female,Student,68064.0,11,568373.61,51670.33,64456.75,Medium Activity,Medium Spender
C01607,Ranbir Karpe,65,Female,Government Employee,138825.0,11,574587.58,52235.23,50924.01,Medium Activity,High Spender
C01608,Ekani Karan,52,Male,Teacher,144606.0,13,588053.9,45234.92,34335.05,Medium Activity,High Spender
C01609,Samuel Khanna,28,Female,Sales Executive,140911.0,10,457663.04,45766.3,44637.86,Medium Activity,Medium Spender
C01610,Arunima Sachar,31,Female,Government Employee,178450.0,8,324509.38,40563.67,33175.76,Low Activity,Low Spender
C01611,Ekbal Madan,57,Male,Farmer,46983.0,9,444687.58,49409.73,49789.91,Medium Activity,Medium Spender
C01612,Maanav Sinha,46,Male,Government Employee,165791.0,15,790095.69,52673.05,64261.97,Medium Activity,High Spender
C01613,Keya Peri,62,Male,Accountant,159656.0,10,450525.76,45052.58,43962.7,Medium Activity,Medium Spender
C01614,Urvi Sangha,50,Female,Other,128381.0,9,383419.77,42602.2,42420.91,Medium Activity,Low Spender
C01615,Ekansh Grover,36,Male,Farmer,61686.0,11,540681.38,49152.85,51181.7,Medium Activity,Medium Spender
C01616,Inaya Rastogi,51,Female,Teacher,109316.0,10,505792.61,50579.26,47689.24,Medium Activity,Medium Spender
C01617,Bimala Shanker,34,Female,Student,168691.0,9,317244.1,35249.34,33102.85,Medium Activity,Low Spender
C01618,Sathvik Lad,42,Male,Business Owner,193699.0,9,560275.76,62252.86,60343.58,Medium Activity,Medium Spender
C01619,Brinda Singhal,63,Male,Other,147567.0,6,330135.74,55022.62,47264.0,Low Activity,Low Spender
C01620,Ayushman Sahni,28,Female,Government Employee,165512.0,11,452651.78,41150.16,22554.91,Medium Activity,Medium Spender
C01621,Nathan Khurana,27,Female,Business Owner,100749.0,12,562200.84,46850.07,44542.48,Medium Activity,Medium Spender
C01622,Advay Singh,46,Male,Other,48506.0,7,231813.88,33116.27,17945.76,Low Activity,Low Spender
C01623,Inaya Mody,64,Female,Government Employee,149576.0,12,791869.51,65989.13,63577.21,Medium Activity,High Spender
C01624,Faras Agrawal,62,Male,Teacher,77045.0,9,246498.85,27388.76,12227.36,Medium Activity,Low Spender
C01625,Udyati Baral,29,Male,Business Owner,193246.0,12,709848.45,59154.04,62997.84,Medium Activity,High Spender
C01626,Dominic Goda,30,Female,Farmer,96415.0,6,214246.43,35707.74,36560.9,Low Activity,Low Spender
C01627,Robert Sani,45,Female,Doctor,73912.0,3,128409.2,42803.07,41630.98,Low Activity,Low Spender
C01628,Kashish Ahuja,64,Female,Accountant,169494.0,14,733065.72,52361.84,58101.38,Medium Activity,High Spender
C01629,Andrew Basu,64,Female,Student,110246.0,8,343497.72,42937.22,42465.6,Low Activity,Low Spender
C01630,Bimala Cheema,26,Male,Other,153804.0,9,451430.53,50158.95,41334.59,Medium Activity,Medium Spender
C01631,Hemangini Rajagopalan,46,Male,Accountant,36360.0,9,505945.26,56216.14,73192.45,Medium Activity,Medium Spender
C01632,Janaki Raval,44,Male,Software Engineer,166808.0,7,458392.76,65484.68,71328.13,Low Activity,Medium Spender
C01633,Vaishnavi Sahota,43,Male,Accountant,28174.0,13,734332.86,56487.14,47242.86,Medium Activity,High Spender
C01634,Harrison Subramanian,36,Female,Other,123355.0,8,536182.48,67022.81,67188.0,Low Activity,Medium Spender
C01635,Libni Krish,61,Female,Student,126439.0,12,527032.6,43919.38,36553.92,Medium Activity,Medium Spender
C01636,Naksh Dhawan,45,Female,Farmer,75369.0,20,963292.57,48164.63,47318.42,High Activity,High Spender
C01637,Aryan Keer,63,Male,Sales Executive,56456.0,6,350440.15,58406.69,66058.32,Low Activity,Low Spender
C01638,Eshana Naidu,33,Female,Government Employee,129375.0,12,799433.3,66619.44,68090.5,Medium Activity,High Spender
C01639,Damini Rai,30,Female,Business Owner,55200.0,6,426277.82,71046.3,77988.98,Low Activity,Medium Spender
C01640,Anika Munshi,21,Male,Software Engineer,57747.0,7,338266.01,48323.72,45572.69,Low Activity,Low Spender
C01641,Urvashi Srinivas,52,Female,Business Owner,42194.0,9,348446.23,38716.25,40881.89,Medium Activity,Low Spender
C01642,Dayita Shenoy,29,Female,Sales Executive,178447.0,11,637840.18,57985.47,50001.6,Medium Activity,High Spender
C01643,Manbir Kothari,48,Male,Sales Executive,153540.0,15,702333.95,46822.26,40323.31,Medium Activity,High Spender
C01644,Devika Wali,48,Female,Student,113141.0,8,393105.41,49138.18,42130.72,Low Activity,Low Spender
C01645,Warhi Sibal,35,Male,Student,178485.0,11,538911.39,48991.94,62695.65,Medium Activity,Medium Spender
C01646,Jeremiah Madan,21,Female,Doctor,151525.0,8,685047.48,85630.94,93237.43,Low Activity,High Spender
C01647,Ekiya Hari,38,Female,Farmer,171087.0,9,491731.4,54636.82,66821.92,Medium Activity,Medium Spender
C01648,Meghana Ravi,44,Male,Software Engineer,168937.0,9,487530.97,54170.11,58469.3,Medium Activity,Medium Spender
C01649,Ikshita Samra,51,Female,Teacher,172113.0,8,469070.18,58633.77,62944.65,Low Activity,Medium Spender
C01650,Hemani Pandey,51,Male,Business Owner,157994.0,9,328633.44,36514.83,27798.23,Medium Activity,Low Spender
C01651,William Gade,38,Female,Farmer,40508.0,8,288366.64,36045.83,35012.26,Low Activity,Low Spender
C01652,Siddharth Rajagopal,54,Male,Doctor,143850.0,9,422711.41,46967.93,38675.74,Medium Activity,Medium Spender
C01653,Odika Singhal,61,Male,Farmer,171946.0,5,278748.5,55749.7,72064.18,Low Activity,Low Spender
C01654,Hiral Ravel,40,Male,Government Employee,160255.0,9,405443.65,45049.29,43474.0,Medium Activity,Low Spender
C01655,Rajata Bala,21,Female,Sales Executive,154391.0,11,487673.39,44333.94,32874.99,Medium Activity,Medium Spender
C01656,William Barad,51,Female,Student,112514.0,10,499926.31,49992.63,49667.54,Medium Activity,Medium Spender
C01657,Bhavya Sandhu,39,Female,Business Owner,29260.0,13,571763.52,43981.81,33537.55,Medium Activity,High Spender
C01658,Parth Tailor,65,Female,Other,88273.0,14,866300.81,61878.63,68161.5,Medium Activity,High Spender
C01659,Samuel Prasad,24,Female,Other,64323.0,5,307626.13,61525.23,67412.47,Low Activity,Low Spender
C01660,Jyoti Patel,57,Male,Accountant,183660.0,13,686660.42,52820.03,62883.28,Medium Activity,High Spender
C01661,Jagdish Gara,22,Female,Sales Executive,41629.0,5,282606.49,56521.3,59069.3,Low Activity,Low Spender
C01662,Lucky Banik,29,Male,Accountant,86073.0,8,383377.91,47922.24,44612.92,Low Activity,Low Spender
C01663,Xalak Bhatti,29,Female,Accountant,87359.0,10,404976.78,40497.68,46550.54,Medium Activity,Low Spender
C01664,Liam Brahmbhatt,21,Male,Other,65773.0,8,358821.66,44852.71,39713.72,Low Activity,Low Spender
C01665,Ati Pillai,58,Male,Sales Executive,116932.0,5,216184.63,43236.93,32291.96,Low Activity,Low Spender
C01666,Yashasvi Dave,32,Female,Doctor,147118.0,6,325889.6,54314.93,59029.1,Low Activity,Low Spender
C01667,Kevin Dubey,32,Male,Government Employee,42125.0,12,641366.03,53447.17,57194.99,Medium Activity,High Spender
C01668,Udant Sami,30,Male,Sales Executive,128251.0,10,460543.43,46054.34,44999.02,Medium Activity,Medium Spender
C01669,Daksha Singh,45,Male,Sales Executive,187136.0,9,355653.09,39517.01,28670.06,Medium Activity,Low Spender
C01670,Amol Kashyap,31,Male,Other,110459.0,5,160255.48,32051.1,6921.84,Low Activity,Low Spender
C01671,Rudra Dhingra,24,Female,Teacher,33768.0,8,495736.05,61967.01,61337.66,Low Activity,Medium Spender
C01672,Sara Swaminathan,31,Female,Student,144841.0,10,618077.87,61807.79,67531.5,Medium Activity,High Spender
C01673,Ekansh Barad,40,Female,Farmer,81252.0,18,973729.13,54096.06,63599.66,High Activity,High Spender
C01674,Varsha Nagarajan,45,Female,Sales Executive,88845.0,10,509229.13,50922.91,57778.2,Medium Activity,Medium Spender
C01675,Varsha Kadakia,30,Female,Software Engineer,95705.0,11,645340.57,58667.32,65124.71,Medium Activity,High Spender
C01676,Vidhi Kapadia,49,Female,Government Employee,159002.0,9,492828.49,54758.72,48019.07,Medium Activity,Medium Spender
C01677,Farhan Palan,64,Male,Teacher,159275.0,12,621857.05,51821.42,49513.22,Medium Activity,High Spender
C01678,Ucchal Choudhury,61,Female,Student,180035.0,11,676175.44,61470.49,57455.79,Medium Activity,High Spender
C01679,Anya Mistry,62,Female,Government Employee,90864.0,8,515043.75,64380.47,64787.75,Low Activity,Medium Spender
C01680,Ishanvi Goswami,38,Male,Accountant,191532.0,4,147414.15,36853.54,40509.42,Low Activity,Low Spender
C01681,Samarth Gupta,58,Female,Sales Executive,197023.0,9,510945.83,56771.76,52383.28,Medium Activity,Medium Spender
C01682,Nakul Ganesan,36,Male,Farmer,108449.0,13,552337.24,42487.48,35912.38,Medium Activity,Medium Spender
C01683,Omya Tandon,64,Male,Government Employee,163553.0,12,622456.78,51871.4,57726.92,Medium Activity,High Spender
C01684,Fitan Prashad,21,Male,Teacher,23135.0,6,402354.53,67059.09,67808.72,Low Activity,Low Spender
C01685,Ansh Pandey,47,Male,Farmer,47238.0,12,708984.13,59082.01,67382.57,Medium Activity,High Spender
C01686,Ayaan Srivastava,64,Female,Government Employee,77518.0,10,560551.87,56055.19,56012.72,Medium Activity,Medium Spender
C01687,Panini Johal,39,Female,Doctor,28923.0,7,345774.87,49396.41,50674.87,Low Activity,Low Spender
C01688,Vamakshi Balakrishnan,22,Male,Software Engineer,175749.0,12,586828.51,48902.38,37838.48,Medium Activity,High Spender
C01689,Leela Gole,63,Male,Other,187269.0,8,423442.66,52930.33,45086.94,Low Activity,Medium Spender
C01690,Laban Ghosh,28,Male,Teacher,178514.0,11,652923.99,59356.73,61201.22,Medium Activity,High Spender
C01691,Devansh Aurora,29,Female,Other,68435.0,7,381833.79,54547.68,70550.62,Low Activity,Low Spender
C01692,Anthony Sekhon,28,Male,Accountant,97219.0,15,789316.45,52621.1,54391.21,Medium Activity,High Spender
C01693,Rachita Venkatesh,50,Male,Sales Executive,92452.0,7,389967.68,55709.67,71726.26,Low Activity,Low Spender
C01694,Anvi Kalla,48,Female,Accountant,62458.0,7,373211.78,53315.97,66412.69,Low Activity,Low Spender
C01695,Anita Datta,25,Female,Software Engineer,120348.0,9,445971.83,49552.43,55142.66,Medium Activity,Medium Spender
C01696,Falguni Gola,45,Female,Software Engineer,87695.0,9,453921.22,50435.69,58977.21,Medium Activity,Medium Spender
C01697,George Dar,37,Male,Sales Executive,38192.0,9,524366.95,58262.99,59611.92,Medium Activity,Medium Spender
C01698,Ladli Dash,52,Male,Other,122926.0,5,354068.95,70813.79,73521.01,Low Activity,Low Spender
C01699,Chakradev Verma,32,Female,Teacher,57715.0,8,376566.76,47070.84,48150.6,Low Activity,Low Spender
C01700,Mekhala Trivedi,55,Female,Doctor,180947.0,7,442960.16,63280.02,69895.96,Low Activity,Medium Spender
C01701,Wriddhish Narasimhan,62,Male,Sales Executive,87894.0,6,290705.98,48451.0,46013.48,Low Activity,Low Spender
C01702,Ikshita Dhillon,27,Male,Teacher,38458.0,5,323769.38,64753.88,73933.44,Low Activity,Low Spender
C01703,Upadhriti Palla,57,Female,Sales Executive,24919.0,13,668412.24,51416.33,41943.69,Medium Activity,High Spender
C01704,Madhav Vasa,52,Male,Software Engineer,29918.0,9,330965.86,36773.98,27981.96,Medium Activity,Low Spender
C01705,Waida Panchal,63,Female,Accountant,59742.0,13,610152.99,46934.85,42429.18,Medium Activity,High Spender
C01706,Manthan Khatri,65,Female,Student,170638.0,7,336006.29,48000.9,33175.89,Low Activity,Low Spender
C01707,Fariq Biswas,21,Female,Sales Executive,134309.0,14,545071.82,38933.7,31738.21,Medium Activity,Medium Spender
C01708,Ayushman Khare,46,Male,Farmer,79204.0,9,442873.57,49208.17,50280.85,Medium Activity,Medium Spender
C01709,Falan Mani,21,Female,Sales Executive,51772.0,6,401934.0,66989.0,64174.8,Low Activity,Low Spender
C01710,Tanvi Bhatia,57,Female,Government Employee,198739.0,15,731236.04,48749.07,59613.32,Medium Activity,High Spender
C01711,Balhaar Yadav,40,Female,Software Engineer,185746.0,4,208282.9,52070.73,61848.8,Low Activity,Low Spender
C01712,Lohit Chaudry,62,Male,Government Employee,160149.0,10,592405.7,59240.57,70056.07,Medium Activity,High Spender
C01713,Tejas Behl,42,Male,Sales Executive,96010.0,10,470671.02,47067.1,44232.17,Medium Activity,Medium Spender
C01714,Urvi Doctor,62,Male,Business Owner,165352.0,11,505640.6,45967.33,36967.62,Medium Activity,Medium Spender
C01715,Nidhi Ranganathan,23,Female,Doctor,98347.0,13,606532.87,46656.37,52574.79,Medium Activity,High Spender
C01716,Ucchal Misra,65,Female,Teacher,185312.0,7,445753.98,63679.14,68154.61,Low Activity,Medium Spender
C01717,Theodore Bera,65,Female,Sales Executive,42246.0,4,223093.0,55773.25,45483.06,Low Activity,Low Spender
C01718,Nidra Vasa,61,Female,Doctor,56685.0,12,616109.0,51342.42,55855.9,Medium Activity,High Spender
C01719,Isha Jaggi,23,Male,Software Engineer,175437.0,8,510087.04,63760.88,74248.9,Low Activity,Medium Spender
